Manufacturer,MFR Part #,Product Description,Retail / MSRP,Dealer Actual Cost,Dealers Discount from list,Proposed GSA Price ,GSA Discount % from List,Proposed GSA Price (with IFF of .75%),Country of Origin,Warranty
Signamax,C6C-114BU-5FB,"Category 6+ Patch Cord, Blue", $10.20 , $4.74 ,54%, $5.55 ,46%, $5.59 ,US,1 Year
Signamax,C6C-114BU-7FB,"Category 6+ Patch Cord, Blue", $10.80 , $5.02 ,54%, $5.87 ,46%, $5.92 ,US,1 Year
Signamax,C6C-114GN-10FB,"Category 6+ Patch Cord, Green", $11.27 , $5.24 ,54%, $6.13 ,46%, $6.18 ,US,1 Year
Signamax,C6C-114GN-14FB,"Category 6+ Patch Cord, Green", $9.20 , $4.28 ,54%, $5.00 ,46%, $5.04 ,US,1 Year
Signamax,C6C-114GN-15FB,"Category 6+ Patch Cord, Green", $14.84 , $6.90 ,54%, $8.07 ,46%, $8.13 ,US,1 Year
Signamax,C6C-114GN-20FB,"Category 6+ Patch Cord, Green", $18.36 , $8.54 ,54%, $9.99 ,46%, $10.06 ,US,1 Year
Signamax,C6C-114GN-25FB,"Category 6+ Patch Cord, Green", $21.93 , $10.20 ,54%, $11.93 ,46%, $12.02 ,US,1 Year
Signamax,C6C-114GN-3FB,"Category 6+ Patch Cord, Green", $6.33 , $2.94 ,54%, $3.44 ,46%, $3.47 ,US,1 Year
Signamax,C6C-114GN-5FB,"Category 6+ Patch Cord, Green", $7.75 , $3.60 ,54%, $4.21 ,46%, $4.24 ,US,1 Year
Signamax,C6C-114GN-7FB,"Category 6+ Patch Cord, Green", $9.20 , $4.28 ,54%, $5.00 ,46%, $5.04 ,US,1 Year
Signamax,C6C-114GY-10FB,"Category 6+ Patch Cord, Gray", $11.70 , $5.44 ,54%, $6.36 ,46%, $6.41 ,US,1 Year
Signamax,C6C-114GY-15FB,"Category 6+ Patch Cord, Gray", $13.30 , $6.18 ,54%, $7.23 ,46%, $7.29 ,US,1 Year
Signamax,C6C-114GY-20FB,"Category 6+ Patch Cord, Gray", $14.90 , $6.93 ,54%, $8.10 ,46%, $8.16 ,US,1 Year
Signamax,C6C-114GY-25FB,"Category 6+ Patch Cord, Gray", $16.40 , $7.63 ,54%, $8.92 ,46%, $8.99 ,US,1 Year
Signamax,C6C-114GY-3FB,"Category 6+ Patch Cord, Gray", $9.50 , $4.42 ,54%, $5.17 ,46%, $5.21 ,US,1 Year
Signamax,C6C-114GY-5FB,"Category 6+ Patch Cord, Gray", $10.20 , $4.74 ,54%, $5.55 ,46%, $5.59 ,US,1 Year
Signamax,C6C-114GY-7FB,"Category 6+ Patch Cord, Gray", $10.80 , $5.02 ,54%, $5.87 ,46%, $5.92 ,US,1 Year
Signamax,C6C-114OR-10FB,"Category 6+ Patch Cord, Orange", $11.27 , $5.24 ,54%, $6.13 ,46%, $6.18 ,US,1 Year
Signamax,C6C-114OR-14FB,"Category 6+ Patch Cord, Orange", $9.20 , $4.28 ,54%, $5.00 ,46%, $5.04 ,US,1 Year
Signamax,C6C-114OR-20FB,"Category 6+ Patch Cord, Orange", $18.36 , $8.54 ,54%, $9.99 ,46%, $10.06 ,US,1 Year
Signamax,C6C-114OR-25FB,"Category 6+ Patch Cord, Orange", $21.93 , $10.20 ,54%, $11.93 ,46%, $12.02 ,US,1 Year
Signamax,C6C-114OR-3FB,"Category 6+ Patch Cord, Orange", $6.33 , $2.94 ,54%, $3.44 ,46%, $3.47 ,US,1 Year
Signamax,C6C-114OR-5FB,"Category 6+ Patch Cord, Orange", $7.75 , $3.60 ,54%, $4.21 ,46%, $4.24 ,US,1 Year
Signamax,C6C-114OR-7FB,"Category 6+ Patch Cord, Orange", $9.20 , $4.28 ,54%, $5.00 ,46%, $5.04 ,US,1 Year
Signamax,C6C-114RD-10FB,"Category 6+ Patch Cord, Red", $11.70 , $5.44 ,54%, $6.36 ,46%, $6.41 ,US,1 Year
Signamax,C6C-114RD-14FB,"Category 6+ Patch Cord, Red", $9.20 , $4.28 ,54%, $5.00 ,46%, $5.04 ,US,1 Year
Signamax,C6C-114RD-15FB,"Category 6+ Patch Cord, Red", $13.30 , $6.18 ,54%, $7.23 ,46%, $7.29 ,US,1 Year
Signamax,C6C-114RD-20FB,"Category 6+ Patch Cord, Red", $14.90 , $6.93 ,54%, $8.10 ,46%, $8.16 ,US,1 Year
Signamax,C6C-114RD-25FB,"Category 6+ Patch Cord, Red", $16.40 , $7.63 ,54%, $8.92 ,46%, $8.99 ,US,1 Year
Signamax,C6C-114RD-3FB,"Category 6+ Patch Cord, Red", $9.50 , $4.42 ,54%, $5.17 ,46%, $5.21 ,US,1 Year
Signamax,C6C-114RD-5FB,"Category 6+ Patch Cord, Red", $10.20 , $4.74 ,54%, $5.55 ,46%, $5.59 ,US,1 Year
Signamax,C6C-114RD-7FB,"Category 6+ Patch Cord, Red", $10.80 , $5.02 ,54%, $5.87 ,46%, $5.92 ,US,1 Year
Signamax,C6C-114WH-10FB,"Category 6+ Patch Cord, White", $11.70 , $5.44 ,54%, $6.36 ,46%, $6.41 ,US,1 Year
Signamax,C6C-114WH-14FB,"Category 6+ Patch Cord, White", $9.20 , $4.28 ,54%, $5.00 ,46%, $5.04 ,US,1 Year
Signamax,C6C-114WH-15FB,"Category 6+ Patch Cord, White", $13.30 , $6.18 ,54%, $7.23 ,46%, $7.29 ,US,1 Year
Signamax,C6C-114WH-20FB,"Category 6+ Patch Cord, White", $14.90 , $6.93 ,54%, $8.10 ,46%, $8.16 ,US,1 Year
Signamax,C6C-114WH-25FB,"Category 6+ Patch Cord, White", $16.40 , $7.63 ,54%, $8.92 ,46%, $8.99 ,US,1 Year
Signamax,C6C-114WH-3FB,"Category 6+ Patch Cord, White", $9.50 , $4.42 ,54%, $5.17 ,46%, $5.21 ,US,1 Year
Signamax,C6C-114WH-5FB,"Category 6+ Patch Cord, White", $10.20 , $4.74 ,54%, $5.55 ,46%, $5.59 ,US,1 Year
Signamax,C6C-114WH-7FB,"Category 6+ Patch Cord, White", $10.80 , $5.02 ,54%, $5.87 ,46%, $5.92 ,US,1 Year
Signamax,C6C-114YE-10FB,"Category 6+ Patch Cord, Yellow", $11.70 , $5.44 ,54%, $6.36 ,46%, $6.41 ,US,1 Year
Signamax,C6C-114YE-14FB,"Category 6+ Patch Cord, Yellow", $9.20 , $4.28 ,54%, $5.00 ,46%, $5.04 ,US,1 Year
Signamax,C6C-114YE-15FB,"Category 6+ Patch Cord, Yellow", $13.30 , $6.18 ,54%, $7.23 ,46%, $7.29 ,US,1 Year
Signamax,C6C-114YE-20FB,"Category 6+ Patch Cord, Yellow", $14.90 , $6.93 ,54%, $8.10 ,46%, $8.16 ,US,1 Year
Signamax,C6C-114YE-25FB,"Category 6+ Patch Cord, Yellow", $16.40 , $7.63 ,54%, $8.92 ,46%, $8.99 ,US,1 Year
Signamax,C6C-114YE-3FB,"Category 6+ Patch Cord, Yellow", $9.50 , $4.42 ,54%, $5.17 ,46%, $5.21 ,US,1 Year
Signamax,C6C-114YE-5FB,"Category 6+ Patch Cord, Yellow", $10.20 , $4.74 ,54%, $5.55 ,46%, $5.59 ,US,1 Year
Signamax,C6C-114YE-7FB,"Category 6+ Patch Cord, Yellow", $10.80 , $5.02 ,54%, $5.87 ,46%, $5.92 ,US,1 Year
Signamax,C6C-4P-458B-GY-10FB,Cat6 RJ45 4 Pair 110 Patch, $14.00 , $6.51 ,54%, $7.61 ,46%, $7.67 ,US,1 Year
Signamax,C6C-4P-458B-GY-3FB,Cat6 RJ45 4 Pair 110 Patch, $11.80 , $5.49 ,54%, $6.42 ,46%, $6.47 ,US,1 Year
Signamax,C6C-4P-458B-GY-5FB,Cat6 RJ45 4 Pair 110 Patch, $12.50 , $5.81 ,54%, $6.80 ,46%, $6.85 ,US,1 Year
Signamax,C6C-4P-458B-GY-7FB,Cat6 RJ45 4 Pair 110 Patch, $13.10 , $6.09 ,54%, $7.12 ,46%, $7.18 ,US,1 Year
Signamax,C6C-4P-GY-10FB,Cat6 4 Pair 110 Patch Cords, $21.50 , $10.00 ,54%, $11.69 ,46%, $11.78 ,US,1 Year
Signamax,C6C-4P-GY-3FB,Cat6 4 Pair 110 Patch Cords, $19.30 , $8.97 ,54%, $10.50 ,46%, $10.58 ,US,1 Year
Signamax,C6C-4P-GY-5FB,Cat6 4 Pair 110 Patch Cords, $19.90 , $9.25 ,54%, $10.82 ,46%, $10.90 ,US,1 Year
Signamax,C6C-4P-GY-7FB,Cat6 4 Pair 110 Patch Cords, $20.50 , $9.53 ,54%, $11.15 ,46%, $11.23 ,US,1 Year
Signamax,C6CS-314GY-10FB,Cat6 Screened Patch Cord with, $14.80 , $6.88 ,54%, $8.05 ,46%, $8.11 ,US,1 Year
Signamax,C6CS-314GY-3FB,Cat6 Screened Patch Cord with, $11.00 , $5.12 ,54%, $5.98 ,46%, $6.03 ,US,1 Year
Signamax,C6CS-314GY-5FB,Cat6 Screened Patch Cord with, $12.10 , $5.63 ,54%, $6.58 ,46%, $6.63 ,US,1 Year
Signamax,C6CS-314GY-7FB,Cat6 Screened Patch Cord with, $13.20 , $6.14 ,54%, $7.18 ,46%, $7.23 ,US,1 Year
Signamax,C6XB-112BK-10FB,Category 6 Crossover Cord with, $11.70 , $5.44 ,54%, $6.36 ,46%, $6.41 ,US,1 Year
Signamax,CDP-175,Cable Mgnt Panel w/Duct Front, $36.00 , $16.74 ,54%, $19.58 ,46%, $19.73 ,US,1 Year
Signamax,CDP-175-A,Cable Mgnt Panel, $54.00 , $25.11 ,54%, $29.37 ,46%, $29.59 ,US,1 Year
Signamax,CDP-350,Cable Mgnt Panel w/Duct Front, $52.00 , $24.18 ,54%, $28.28 ,46%, $28.49 ,US,1 Year
Signamax,CDP-350-A,Cable Mgnt Panel, $76.00 , $35.34 ,54%, $41.33 ,46%, $41.65 ,US,1 Year
Signamax,CMK-110RCAB,RCA Blue to 110 Connector, $3.40 , $1.58 ,54%, $1.85 ,46%, $1.86 ,US,1 Year
Signamax,CMK-110RCAB-WH,RCA Blue to 110 Connector, $3.40 , $1.58 ,54%, $1.85 ,46%, $1.86 ,US,1 Year
Signamax,CMK-110RCAG,RCA Green to 110 Connector, $3.40 , $1.58 ,54%, $1.85 ,46%, $1.86 ,US,1 Year
Signamax,CMK-110RCAG-WH,RCA Green to 110 Connector, $3.40 , $1.58 ,54%, $1.85 ,46%, $1.86 ,US,1 Year
Signamax,CMK-BA-GY,Black 3-Way Binding Post, $4.20 , $1.95 ,54%, $2.28 ,46%, $2.30 ,US,1 Year
Signamax,CMK-BL-1,"Blank Module, Light Ivory", $0.71 , $0.33 ,54%, $0.39 ,46%, $0.39 ,US,1 Year
Signamax,CMK-BL-WH-1,"Blank Module, White", $0.71 , $0.33 ,54%, $0.39 ,46%, $0.39 ,US,1 Year
Signamax,CMK-LC,LC MM Fiber Module, $7.90 , $3.67 ,54%, $4.30 ,46%, $4.33 ,US,1 Year
Signamax,CMK-LCA-BK,LC DX SM APC Keystone, $11.60 , $5.39 ,54%, $6.31 ,46%, $6.36 ,US,1 Year
Signamax,CMK-LC-BK,LC MM Fiber Module, $7.90 , $3.67 ,54%, $4.30 ,46%, $4.33 ,US,1 Year
Signamax,CMK-LC-C-WH,LC SM keystone connector, $11.36 , $5.28 ,54%, $6.18 ,46%, $6.22 ,US,1 Year
Signamax,CMK-LCG,"OF KEYSTONE MODULE, LC, DX,", $11.60 , $5.39 ,54%, $6.31 ,46%, $6.36 ,US,1 Year
Signamax,CMK-LCG-WH,"OF KEYSTONE MODULE, LC, DX,", $11.60 , $5.39 ,54%, $6.31 ,46%, $6.36 ,US,1 Year
Signamax,CMK-LC-GY,LC MM Fiber Module, $7.90 , $3.67 ,54%, $4.30 ,46%, $4.33 ,US,1 Year
Signamax,CMK-LCS,LC SM keystone connector, $11.60 , $5.39 ,54%, $6.31 ,46%, $6.36 ,US,1 Year
Signamax,CMK-LCS-BK,LC SM keystone connector, $11.60 , $5.39 ,54%, $6.31 ,46%, $6.36 ,US,1 Year
Signamax,CMK-LC-WH,LC MM Fiber Module, $7.90 , $3.67 ,54%, $4.30 ,46%, $4.33 ,US,1 Year
Signamax,CMK-RA-GY,Red 3-Way Binding Post, $4.20 , $1.95 ,54%, $2.28 ,46%, $2.30 ,US,1 Year
Signamax,CMK-SC,SC MM Fiber Module, $4.70 , $2.19 ,54%, $2.56 ,46%, $2.58 ,US,1 Year
Signamax,CMK-SC-BK,SC MM Fiber Module, $4.70 , $2.19 ,54%, $2.56 ,46%, $2.58 ,US,1 Year
Signamax,CMK-SC-CA,SC APC SM Keystone Connector, $5.00 , $2.33 ,54%, $2.72 ,46%, $2.74 ,US,1 Year
Signamax,CMK-SC-CA-BK,SC APC SM Keystone Connector, $5.00 , $2.33 ,54%, $2.72 ,46%, $2.74 ,US,1 Year
Signamax,CMK-SC-CA-WH,SC APC SM Keystone Connector, $5.00 , $2.33 ,54%, $2.72 ,46%, $2.74 ,US,1 Year
Signamax,CMK-SCG,SC SX OM3/OM4 keystone, $8.50 , $3.95 ,54%, $4.62 ,46%, $4.66 ,US,1 Year
Signamax,CMK-SCG-BK,SC SX OM3/OM4 keystone, $8.50 , $3.95 ,54%, $4.62 ,46%, $4.66 ,US,1 Year
Signamax,CMK-SCG-WH,SC SX OM3/OM4 keystone, $8.50 , $3.95 ,54%, $4.62 ,46%, $4.66 ,US,1 Year
Signamax,CMK-SC-GY,SC MM Fiber Module, $4.70 , $2.19 ,54%, $2.56 ,46%, $2.58 ,US,1 Year
Signamax,CMK-SCS,6C SX SM Keystone Connector, $8.50 , $3.95 ,54%, $4.62 ,46%, $4.66 ,US,1 Year
Signamax,CMK-SCS-WH,SC SX SM Keystone Connector, $8.50 , $3.95 ,54%, $4.62 ,46%, $4.66 ,US,1 Year
Signamax,CMK-SC-WH,SC MM Fiber Module, $4.70 , $2.19 ,54%, $2.56 ,46%, $2.58 ,US,1 Year
Signamax,CMK-STS,ST SX SM Keystone Connector, $4.70 , $2.19 ,54%, $2.56 ,46%, $2.58 ,US,1 Year
Signamax,CMK-STS-WH,ST SX SM Keystone Connector, $4.70 , $2.19 ,54%, $2.56 ,46%, $2.58 ,US,1 Year
Signamax,CMP-175,Cable Mgnt Panel w/Dist. Rings, $48.00 , $22.32 ,54%, $26.11 ,46%, $26.30 ,US,1 Year
Signamax,CMP-175-A,Cable Management Panel, $42.00 , $19.53 ,54%, $22.84 ,46%, $23.01 ,US,1 Year
Signamax,CMP-350,Cable Mgnt Panel w/Dist. Rings, $74.00 , $34.41 ,54%, $40.25 ,46%, $40.55 ,US,1 Year
Signamax,CMP-350-A,Cable Management Panel, $48.00 , $22.32 ,54%, $26.11 ,46%, $26.30 ,US,1 Year
Signamax,CMP-350-R,"(P)Cable Mgt.Panel,", $117.98 , $54.86 ,54%, $64.16 ,46%, $64.65 ,US,1 Year
Signamax,CMR-175-A,"CMR Bracket w/1.75""H x4""D Ring", $10.30 , $4.79 ,54%, $5.60 ,46%, $5.64 ,US,1 Year
Signamax,CMR-175-B,"CMR Bracket w/2.25""H x4""D Ring", $10.30 , $4.79 ,54%, $5.60 ,46%, $5.64 ,US,1 Year
Signamax,CMR-175-D,"CMR Bracket w/2.25""H x6""D Ring", $10.90 , $5.07 ,54%, $5.93 ,46%, $5.97 ,US,1 Year
Signamax,DBREPD-7736,Hinged Side Panel, $574.35 , $267.07 ,54%, $312.37 ,46%, $314.73 ,US,1 Year
Signamax,DC-TOR01-2U,TOR PANEL ENCLOSURE 2RMU, $240.00 , $111.60 ,54%, $130.53 ,46%, $131.51 ,US,1 Year
Signamax,DC-TOR01-2U2011,TOR PANEL ENCL 2RMU 6-IN FLG, $166.00 , $77.19 ,54%, $90.28 ,46%, $90.96 ,US,1 Year
Signamax,DC-TOR01-2U2013,TOR PANEL ENCL 2RMU 6-IN FLG, $162.00 , $75.33 ,54%, $88.11 ,46%, $88.77 ,US,1 Year
Signamax,DC-TOR01-2U2111,TOR PANEL ENCL 2RMU 6-IN FLG, $230.00 , $106.95 ,54%, $125.09 ,46%, $126.03 ,US,1 Year
Signamax,DC-TOR01-2U2113,TOR PANEL ENCL 2RMU 6-IN FLG, $226.00 , $105.09 ,54%, $122.91 ,46%, $123.84 ,US,1 Year
Signamax,ERB-14C,Cantilever Vented, $80.00 , $37.20 ,54%, $43.51 ,46%, $43.84 ,US,1 Year
Signamax,ERB-14CS,Cantilever Solid, $70.00 , $32.55 ,54%, $38.07 ,46%, $38.36 ,US,1 Year
Signamax,ERB-18C,Cantilever Offset Vented, $93.00 , $43.25 ,54%, $50.58 ,46%, $50.96 ,US,1 Year
Signamax,ERB-18CS,Cantilever Offset Solid, $82.00 , $38.13 ,54%, $44.60 ,46%, $44.93 ,US,1 Year
Signamax,ERB-19CS,Center Weight Solid, $158.00 , $73.47 ,54%, $85.93 ,46%, $86.58 ,US,1 Year
Signamax,FPC6-LC05-02,LC OM2 Connector 6-Pack, $126.00 , $58.59 ,54%, $68.53 ,46%, $69.04 ,US,1 Year
Signamax,FPC6-LC06-02,LC OM1 Connector 6-Pack, $126.00 , $58.59 ,54%, $68.53 ,46%, $69.04 ,US,1 Year
Signamax,FPC6-LC09-02,LC SM UPC Connector 6-Pack, $144.00 , $66.96 ,54%, $78.32 ,46%, $78.91 ,US,1 Year
Signamax,FPC6-LC51-02,LC OM3 Connector 6-Pack, $123.60 , $57.47 ,54%, $67.22 ,46%, $67.73 ,US,1 Year
Signamax,FPC6-SC05-02,SC OM2 Connector 6-Pack, $120.00 , $55.80 ,54%, $65.26 ,46%, $65.76 ,US,1 Year
Signamax,FPC6-SC06-02,SC OM1 Connector 6-Pack, $120.00 , $55.80 ,54%, $65.26 ,46%, $65.76 ,US,1 Year
Signamax,FPC6-SC09-02,SC SM UPC Connector 6-Pack, $127.20 , $59.15 ,54%, $69.18 ,46%, $69.70 ,US,1 Year
Signamax,FPC6-SC51-02,SC OM3 Connector 6-Pack, $121.80 , $56.64 ,54%, $66.24 ,46%, $66.74 ,US,1 Year
Signamax,FPC6-SCAA-02,SC SM APC Connector 6-PK Angle, $132.00 , $61.38 ,54%, $71.79 ,46%, $72.33 ,US,1 Year
Signamax,FPP-ST-24,24 Port Loaded Rackmount Fiber, $262.00 , $121.83 ,54%, $142.49 ,46%, $143.57 ,US,1 Year
Signamax,FRMU-24,24 Port (Unloaded) Rackmount, $630.00 , $292.95 ,54%, $342.63 ,46%, $345.22 ,US,1 Year
Signamax,FRMU-72,72 Port (Unloaded) Rackmount," $1,134.00 ", $527.31 ,54%, $616.74 ,46%, $621.40 ,US,1 Year
Signamax,FST-12A,12-Fiber Aluminum Splice Tray, $42.00 , $19.53 ,54%, $22.84 ,46%, $23.01 ,US,1 Year
Signamax,FST-12F,"OPTICAL FIBER SPLICE TRAY, 12", $10.00 , $4.65 ,54%, $5.44 ,46%, $5.48 ,US,1 Year
Signamax,FST-12F1,OPTICAL FIBER SPLICE TRAY 12-, $10.00 , $4.65 ,54%, $5.44 ,46%, $5.48 ,US,1 Year
Signamax,FST-24A,24-Fiber Aluminum Splice Tray, $54.00 , $25.11 ,54%, $29.37 ,46%, $29.59 ,US,1 Year
Signamax,FST-24F,"OPTICAL FIBER SPLICE TRAY, 24", $12.00 , $5.58 ,54%, $6.53 ,46%, $6.58 ,US,1 Year
Signamax,FST-24P,"Optical Fiber Splice Tray, 24-", $45.00 , $20.93 ,54%, $24.47 ,46%, $24.66 ,US,1 Year
Signamax,FST-36P,"Optical Fiber Splice Tray, 36-", $71.00 , $33.02 ,54%, $38.61 ,46%, $38.91 ,US,1 Year
Signamax,FST-F-MK2,"FST-F MOUNTING KIT, 2 UNITS", $2.00 , $0.93 ,54%, $1.09 ,46%, $1.10 ,US,1 Year
Signamax,FST-F-MK6,"FST-F MOUNTING KIT, 6 UNITS", $6.50 , $3.02 ,54%, $3.54 ,46%, $3.56 ,US,1 Year
Signamax,HWB-175-4,Hinged Wall Mount Bracket, $44.00 , $20.46 ,54%, $23.93 ,46%, $24.11 ,US,1 Year
Signamax,HWB-875,Hinged Wall Mount Bracket, $108.00 , $50.22 ,54%, $58.74 ,46%, $59.18 ,US,1 Year
Signamax,KRJ12SLD-100,RJ12 6P/6C Modular Plug for 24, $10.30 , $4.79 ,54%, $5.60 ,46%, $5.64 ,US,1 Year
Signamax,KRJ45/5S,Category 5e Panel Mount, $5.00 , $2.33 ,54%, $2.72 ,46%, $2.74 ,US,1 Year
Signamax,KRJ45/5SH,RJ45 Modular Plug Level 5, $0.49 , $0.23 ,54%, $0.27 ,46%, $0.27 ,US,1 Year
Signamax,KRJ45/5SH-50,RJ-45 8P/8W Shielded Plug for, $53.97 , $25.10 ,54%, $29.35 ,46%, $29.57 ,US,1 Year
Signamax,KRJ45/6-100,Cat6 RJ-45 8P/8W UTP Plug, $46.00 , $21.39 ,54%, $25.02 ,46%, $25.21 ,US,1 Year
Signamax,KRJ45/6SH-100,Cat6 RJ-45 8P/8W Shielded Plug, $75.00 , $34.88 ,54%, $40.79 ,46%, $41.10 ,US,1 Year
Signamax,K-VGA,VGA HD-15 Female to Female, $4.00 , $1.86 ,54%, $2.18 ,46%, $2.19 ,US,1 Year
Signamax,OFDB-01,OPTICAL FIBER DISTRIBUTION BOX, $44.00 , $20.46 ,54%, $23.93 ,46%, $24.11 ,US,1 Year
Signamax,OFDB-01-01,OFDB-01 CABLE ENTRY ADAPTER, $6.40 , $2.98 ,54%, $3.48 ,46%, $3.51 ,US,1 Year
Signamax,OFDB-01-02,OFDB-01 CABLE ENTRY ADAPTER, $18.80 , $8.74 ,54%, $10.22 ,46%, $10.30 ,US,1 Year
Signamax,OFDB-01-03,OFDB-01 CABLE ENTRY ADAPTER, $6.90 , $3.21 ,54%, $3.75 ,46%, $3.78 ,US,1 Year
Signamax,OFDB-01-04,OFDB-01 CABLE ENTRY ADAPTER, $16.00 , $7.44 ,54%, $8.70 ,46%, $8.77 ,US,1 Year
Signamax,OFDB-01-05,OFDB-01 6 SPLICE HOLDER 3X40, $7.00 , $3.26 ,54%, $3.81 ,46%, $3.84 ,US,1 Year
Signamax,OFDB-01-06,OFDB-01 12 SPLICE HOLDER, $7.98 , $3.71 ,54%, $4.34 ,46%, $4.37 ,US,1 Year
Signamax,OFDB-01DR,OPTICAL FIBER DISTRIBUTION BOX, $48.00 , $22.32 ,54%, $26.11 ,46%, $26.30 ,US,1 Year
Signamax,OFSB-01,Optical fiber splice box two-, $8.80 , $4.09 ,54%, $4.79 ,46%, $4.82 ,US,1 Year
Signamax,OFTTK-1,Optical Fiber Termination Tool, $204.00 , $94.86 ,54%, $110.95 ,46%, $111.79 ,US,1 Year
Signamax,OFTTK-1-1,Safety glasses, $4.00 , $1.86 ,54%, $2.18 ,46%, $2.19 ,US,1 Year
Signamax,OSPS2-B,Aerial Splice Enclosure, $380.00 , $176.70 ,54%, $206.67 ,46%, $208.23 ,US,1 Year
Signamax,OSPS2-BPK,Aerial Splice Pole Brackets, $30.00 , $13.95 ,54%, $16.32 ,46%, $16.44 ,US,1 Year
Signamax,RFM3T-B,18-72-FIBER RACK-MOUNT PANEL, $50.00 , $23.25 ,54%, $27.19 ,46%, $27.40 ,US,1 Year
Signamax,RM-100PR,100 pair 110 Wiring Block rack, $42.00 , $19.53 ,54%, $22.84 ,46%, $23.01 ,US,1 Year
Signamax,RM-200PR,200 pair 110 Wiring Block rack, $63.00 , $29.30 ,54%, $34.26 ,46%, $34.52 ,US,1 Year
Signamax,RM6192PR,Cat 6 192-Pair 110 Rack Mount, $67.00 , $31.16 ,54%, $36.44 ,46%, $36.71 ,US,1 Year
Signamax,RM696PR,96 Pair 110 Rack Mount Wiring, $43.00 , $20.00 ,54%, $23.39 ,46%, $23.56 ,US,1 Year
Signamax,RMF3-B,"18-72-FIBER RACK-MOUNT PANEL,", $50.00 , $23.25 ,54%, $27.19 ,46%, $27.40 ,US,1 Year
Signamax,RMF3B-B,"18-72-Fiber Rack-Mount Panel,", $70.00 , $32.55 ,54%, $38.07 ,46%, $38.36 ,US,1 Year
Signamax,RMF3T-B,18- to 72-Fiber Rack-Mount, $150.00 , $69.75 ,54%, $81.58 ,46%, $82.20 ,US,1 Year
Signamax,RMF4-B,"24-96-FIBER RACK-MOUNT PANEL,", $30.00 , $13.95 ,54%, $16.32 ,46%, $16.44 ,US,1 Year
Signamax,RMF6-B,"36-144-FIBER RACK-MOUNT PANEL,", $60.00 , $27.90 ,54%, $32.63 ,46%, $32.88 ,US,1 Year
Signamax,RMF6B-B,"36-144-Fiber Rack-Mount Panel,", $80.00 , $37.20 ,54%, $43.51 ,46%, $43.84 ,US,1 Year
Signamax,RMF-FMTA-B,"OF MANAGEMENT TRAY, H-1RMU", $132.00 , $61.38 ,54%, $71.79 ,46%, $72.33 ,US,1 Year
Signamax,RMH-1032,"10-32 Rack Mount Hardware,", $18.50 , $8.60 ,54%, $10.06 ,46%, $10.14 ,US,1 Year
Signamax,RR-48B,"Equipment Rack,  19""W x 48""H", $248.00 , $115.32 ,54%, $134.88 ,46%, $135.90 ,US,1 Year
Signamax,RWBK-100PR4,Cat5e 100Pair 110 RM Blocks w/, $63.00 , $29.30 ,54%, $34.26 ,46%, $34.52 ,US,1 Year
Signamax,RWBK-200PR4,Cat5e 200Pair 110 RM Blocks w/, $102.00 , $47.43 ,54%, $55.47 ,46%, $55.89 ,US,1 Year
Signamax,RWBK6-192PR4,Cat 6+ 192-Pair 110 Rack Mount, $120.00 , $55.80 ,54%, $65.26 ,46%, $65.76 ,US,1 Year
Signamax,RWBK6-96PR4,96 Pair Rack Mount Kit w/(24), $81.00 , $37.67 ,54%, $44.05 ,46%, $44.39 ,US,1 Year
Signamax,SCM-1BNC,1-Port BNC Module, $5.60 , $2.60 ,54%, $3.05 ,46%, $3.07 ,US,1 Year
Signamax,SCM-1BNC-A,1-Port BNC Module, $5.60 , $2.60 ,54%, $3.05 ,46%, $3.07 ,US,1 Year
Signamax,SCM-1BNC-A-WH,1-Port BNC Module, $5.60 , $2.60 ,54%, $3.05 ,46%, $3.07 ,US,1 Year
Signamax,SCM-1BNC-WH,1-Port BNC Module, $5.60 , $2.60 ,54%, $3.05 ,46%, $3.07 ,US,1 Year
Signamax,SCM-1F,1-Port F-Type Module, $2.70 , $1.26 ,54%, $1.47 ,46%, $1.48 ,US,1 Year
Signamax,SCM-1F-A,1-Port F-Type Module, $3.80 , $1.77 ,54%, $2.07 ,46%, $2.08 ,US,1 Year
Signamax,SCM-1F-A-WH,1-Port F-Type Module, $3.80 , $1.77 ,54%, $2.07 ,46%, $2.08 ,US,1 Year
Signamax,SCM-1F-WH,1-Port F-Type Module, $1.30 , $0.60 ,54%, $0.71 ,46%, $0.71 ,US,1 Year
Signamax,SCM-1HDMI,"1-port HDMI feed-thru module,", $10.00 , $4.65 ,54%, $5.44 ,46%, $5.48 ,US,1 Year
Signamax,SCM-1LC,1-Port LC (2 Fiber) MM, $10.20 , $4.74 ,54%, $5.55 ,46%, $5.59 ,US,1 Year
Signamax,SCM-1LC-A,1-Port LC (2 Fiber) MM, $10.60 , $4.93 ,54%, $5.76 ,46%, $5.81 ,US,1 Year
Signamax,SCM-1LCA-C-WH,2-Fiber LC-APC Single Mode, $14.00 , $6.51 ,54%, $7.61 ,46%, $7.67 ,US,1 Year
Signamax,SCM-1LC-A-WH,1-Port LC (2 Fiber) MM, $10.60 , $4.93 ,54%, $5.76 ,46%, $5.81 ,US,1 Year
Signamax,SCM-1LC-C,1-Port LC (2 Fiber) SM, $14.00 , $6.51 ,54%, $7.61 ,46%, $7.67 ,US,1 Year
Signamax,SCM-1LC-C-A,1-Port LC (2 Fiber) SM, $14.30 , $6.65 ,54%, $7.78 ,46%, $7.84 ,US,1 Year
